date,recommendationservice_num_pods,recommendationservice_desired_replicas,recommendationservice_cpu_usage,recommendationservice_mem_usage,recommendationservice_traffic_in,recommendationservice_traffic_out,recommendationservice_latency,productcatalogservice_num_pods,productcatalogservice_desired_replicas,productcatalogservice_cpu_usage,productcatalogservice_mem_usage,productcatalogservice_traffic_in,productcatalogservice_traffic_out,productcatalogservice_latency,cartservice_num_pods,cartservice_desired_replicas,cartservice_cpu_usage,cartservice_mem_usage,cartservice_traffic_in,cartservice_traffic_out,cartservice_latency,adservice_num_pods,adservice_desired_replicas,adservice_cpu_usage,adservice_mem_usage,adservice_traffic_in,adservice_traffic_out,adservice_latency,paymentservice_num_pods,paymentservice_desired_replicas,paymentservice_cpu_usage,paymentservice_mem_usage,paymentservice_traffic_in,paymentservice_traffic_out,paymentservice_latency,shippingservice_num_pods,shippingservice_desired_replicas,shippingservice_cpu_usage,shippingservice_mem_usage,shippingservice_traffic_in,shippingservice_traffic_out,shippingservice_latency,currencyservice_num_pods,currencyservice_desired_replicas,currencyservice_cpu_usage,currencyservice_mem_usage,currencyservice_traffic_in,currencyservice_traffic_out,currencyservice_latency,redis-cart_num_pods,redis-cart_desired_replicas,redis-cart_cpu_usage,redis-cart_mem_usage,redis-cart_traffic_in,redis-cart_traffic_out,redis-cart_latency,checkoutservice_num_pods,checkoutservice_desired_replicas,checkoutservice_cpu_usage,checkoutservice_mem_usage,checkoutservice_traffic_in,checkoutservice_traffic_out,checkoutservice_latency,frontend_num_pods,frontend_desired_replicas,frontend_cpu_usage,frontend_mem_usage,frontend_traffic_in,frontend_traffic_out,frontend_latency,emailservice_num_pods,emailservice_desired_replicas,emailservice_cpu_usage,emailservice_mem_usage,emailservice_traffic_in,emailservice_traffic_out,emailservice_latency
2022-09-13 17:00:09,6,4,367,0.7,46,16,1128.157,5,4,334,0.5,42,93,1128.157,2,2,188,1.2,13,14,1128.157,7,2,225,0.0,6,7,1128.157,7,2,111,3.5,0,0,1128.157,3,2,96,0.0,6,2,1128.157,1,4,255,1.0,21,18,1128.157,2,1,14,0.0,5,3,1128.157,8,3,184,0.7,15,16,1128.157,7,5,405,0.2,103,379,1128.157,5,2,119,1.0,0,0,1128.157
2022-09-13 17:00:16,6,5,376,1.6,46,16,1128.097,5,4,340,0.5,42,90,1128.097,2,2,160,1.2,13,14,1128.097,7,2,202,0.0,6,7,1128.097,7,2,120,4.0,0,0,1128.097,3,2,96,0.0,6,2,1128.097,1,4,255,1.0,21,18,1128.097,2,1,14,0.0,5,3,1128.097,8,3,213,0.7,24,25,1128.097,7,5,403,0.0,103,379,1128.097,5,2,119,1.0,0,0,1128.097
2022-09-13 17:00:23,6,5,378,1.6,46,16,1127.927,5,4,340,0.5,42,90,1127.927,2,2,160,1.2,13,14,1127.927,7,2,201,0.0,6,7,1127.927,7,2,120,4.0,0,0,1127.927,3,2,96,0.0,6,2,1127.927,1,4,255,1.0,21,18,1127.927,2,1,14,0.0,5,3,1127.927,8,3,214,0.2,24,25,1127.927,7,5,401,0.0,103,379,1127.927,5,2,114,1.2,0,0,1127.927
2022-09-13 17:00:30,6,5,378,1.6,46,16,1127.927,5,4,340,0.5,42,90,1127.927,2,2,160,1.2,13,14,1127.927,7,2,201,0.0,6,7,1127.927,7,2,128,1.2,0,0,1127.927,3,2,90,0.0,5,2,1127.927,1,4,255,1.0,21,18,1127.927,2,1,14,0.0,5,3,1127.927,8,3,215,0.2,24,25,1127.927,7,5,401,0.0,103,379,1127.927,5,2,118,1.2,0,0,1127.927
2022-09-13 17:00:37,6,4,374,2.9,46,16,1127.862,5,4,339,0.4,42,90,1127.862,2,2,161,0.1,13,14,1127.862,7,2,204,0.0,7,7,1127.862,7,2,103,2.0,0,0,1127.862,3,2,89,0.8,4,2,1127.862,1,4,253,2.7,21,18,1127.862,2,1,14,0.0,6,3,1127.862,8,3,211,0.2,24,25,1127.862,7,5,400,0.5,110,396,1127.862,8,2,111,1.2,0,0,1127.862
2022-09-13 17:00:45,5,5,382,3.6,44,15,1127.698,5,4,341,0.4,42,92,1127.698,2,2,205,0.0,12,13,1127.698,7,2,218,0.0,7,7,1127.698,7,2,94,3.9,0,0,1127.698,3,2,88,0.8,4,2,1127.698,1,4,253,2.7,21,18,1127.698,2,1,14,0.0,6,3,1127.698,8,3,168,0.4,12,12,1127.698,7,5,400,0.5,110,396,1127.698,8,2,111,1.2,0,0,1127.698
2022-09-13 17:00:52,5,5,382,3.6,44,15,1127.698,5,4,340,0.4,42,92,1127.698,2,2,205,0.0,12,13,1127.698,7,2,215,0.0,7,7,1127.698,7,2,94,3.9,0,0,1127.698,3,2,88,0.8,4,2,1127.698,1,4,253,2.7,21,18,1127.698,2,1,14,0.0,6,3,1127.698,8,3,171,0.8,12,12,1127.698,7,5,400,0.8,110,396,1127.698,8,2,121,2.2,0,0,1127.698
2022-09-13 17:00:59,5,4,374,3.6,44,15,1127.571,5,4,340,0.4,42,92,1127.571,2,2,205,0.0,12,13,1127.571,7,2,215,0.0,7,7,1127.571,7,2,91,3.9,0,0,1127.571,3,2,85,0.8,4,2,1127.571,1,4,253,2.7,21,18,1127.571,2,1,14,0.0,6,3,1127.571,8,3,171,1.0,12,12,1127.571,7,5,400,0.8,110,396,1127.571,8,2,113,2.2,0,0,1127.571
2022-09-13 17:01:07,5,5,387,3.7,44,15,1127.447,5,4,336,0.0,42,92,1127.447,2,2,204,1.0,11,12,1127.447,7,2,211,25.3,7,7,1127.447,7,2,98,3.8,0,0,1127.447,5,2,84,0.0,4,2,1127.447,1,4,253,2.0,20,18,1127.447,2,1,14,0.3,5,3,1127.447,8,3,179,0.8,12,12,1127.447,7,5,402,0.3,106,382,1127.447,8,2,114,2.2,0,0,1127.447
2022-09-13 17:01:14,5,5,390,2.0,46,16,1127.361,6,4,343,0.0,42,92,1127.361,2,2,201,1.0,11,12,1127.361,7,2,198,25.3,7,7,1127.361,7,2,103,0.7,0,0,1127.361,5,2,83,0.0,3,2,1127.361,1,4,253,2.0,20,18,1127.361,2,1,14,0.3,5,3,1127.361,8,3,198,2.2,20,21,1127.361,7,5,404,0.9,106,382,1127.361,8,3,185,5.7,0,0,1127.361
2022-09-13 17:01:21,5,5,390,2.0,46,16,1127.361,6,4,344,0.0,42,92,1127.361,2,2,201,1.0,11,12,1127.361,7,2,201,25.3,7,7,1127.361,7,2,97,0.7,0,0,1127.361,5,2,83,0.0,3,2,1127.361,1,4,253,2.0,20,18,1127.361,2,1,14,0.3,5,3,1127.361,8,3,195,1.8,20,21,1127.361,7,5,405,1.1,106,382,1127.361,3,1,58,0.0,0,0,1127.361
2022-09-13 17:01:28,5,5,393,2.0,46,16,1127.231,6,4,344,0.0,42,92,1127.231,2,2,201,1.0,11,12,1127.231,7,2,201,25.3,7,7,1127.231,7,2,96,2.2,0,0,1127.231,5,2,83,0.0,3,2,1127.231,1,4,253,2.0,20,18,1127.231,2,1,14,0.3,5,3,1127.231,8,3,192,1.6,20,21,1127.231,1,5,396,0.0,106,382,1127.231,3,1,55,0.0,0,0,1127.231
2022-09-13 17:01:34,8,5,391,3.0,46,16,1127.142,6,4,352,0.0,42,92,1127.142,2,2,198,0.0,11,13,1127.142,7,2,202,0.0,7,7,1127.142,7,2,95,2.9,0,0,1127.142,5,2,83,0.4,3,2,1127.142,1,4,250,0.8,22,19,1127.142,2,1,14,0.0,5,3,1127.142,8,3,187,1.6,20,21,1127.142,1,5,396,0.0,106,381,1127.142,3,1,56,0.0,0,0,1127.142
2022-09-13 17:01:41,8,5,390,2.9,46,16,1127.142,6,4,347,0.2,43,91,1127.142,2,2,198,0.0,11,13,1127.142,7,2,210,0.0,7,7,1127.142,7,2,105,4.7,0,0,1127.142,5,1,73,0.4,3,2,1127.142,1,4,250,0.8,22,19,1127.142,2,1,14,0.0,5,3,1127.142,8,3,176,1.6,20,21,1127.142,1,5,396,0.0,106,381,1127.142,3,1,56,0.0,0,0,1127.142
2022-09-13 17:01:47,8,5,377,4.1,46,16,1127.065,6,4,345,0.4,43,91,1127.065,2,2,202,0.0,11,13,1127.065,7,2,211,0.0,7,7,1127.065,7,2,121,4.7,0,0,1127.065,5,1,73,0.4,3,2,1127.065,1,4,250,0.8,22,19,1127.065,2,1,14,0.0,5,3,1127.065,8,3,196,0.0,11,11,1127.065,1,5,396,0.0,106,381,1127.065,3,1,60,0.0,0,0,1127.065
2022-09-13 17:01:54,8,5,378,4.9,46,16,1126.96,6,4,351,0.7,43,91,1126.96,2,2,202,0.0,11,13,1126.96,7,2,212,0.0,7,7,1126.96,7,2,121,4.7,0,0,1126.96,5,2,81,0.6,3,2,1126.96,1,4,250,0.8,22,19,1126.96,2,1,14,0.0,5,3,1126.96,8,3,196,0.0,11,11,1126.96,1,5,396,0.0,106,381,1126.96,3,1,60,0.0,0,0,1126.96
2022-09-13 17:02:00,8,5,378,4.9,46,16,1126.96,6,4,353,0.7,43,91,1126.96,2,2,202,0.0,11,13,1126.96,7,2,212,0.0,7,7,1126.96,7,2,125,3.2,0,0,1126.96,5,2,82,0.9,3,2,1126.96,1,4,250,0.8,22,19,1126.96,2,1,15,0.0,6,3,1126.96,8,3,195,0.6,11,11,1126.96,1,5,396,0.0,106,381,1126.96,3,1,68,0.0,0,0,1126.96
2022-09-13 17:02:07,8,5,378,3.2,46,16,1126.774,6,4,341,1.0,43,91,1126.774,2,2,205,0.0,12,13,1126.774,7,2,213,0.0,7,7,1126.774,7,2,117,1.8,0,0,1126.774,7,2,115,0.8,3,2,1126.774,1,4,250,1.2,20,18,1126.774,2,1,15,0.0,6,3,1126.774,8,3,208,1.0,11,11,1126.774,1,5,398,0.0,106,379,1126.774,3,1,68,0.0,0,0,1126.774
2022-09-13 17:02:14,8,6,465,6.0,45,16,1126.693,6,4,346,0.8,43,91,1126.693,2,2,215,0.3,13,14,1126.693,7,2,212,0.0,7,7,1126.693,7,2,135,0.0,0,0,1126.693,7,2,115,0.8,3,2,1126.693,1,4,250,1.2,20,18,1126.693,2,1,15,0.0,6,3,1126.693,8,4,232,1.0,19,20,1126.693,1,5,398,0.0,106,379,1126.693,3,1,68,0.0,0,0,1126.693
2022-09-13 17:02:21,4,6,499,7.5,45,16,1126.693,6,4,345,1.1,43,91,1126.693,2,2,215,0.3,13,14,1126.693,7,2,210,0.0,7,7,1126.693,7,2,135,0.0,0,0,1126.693,7,2,121,1.0,3,2,1126.693,1,4,250,1.2,20,18,1126.693,2,1,15,0.0,6,3,1126.693,8,4,227,1.5,19,20,1126.693,1,5,398,0.0,106,379,1126.693,3,1,68,0.9,0,0,1126.693
2022-09-13 17:02:34,4,4,356,1.2,45,16,1126.486,6,4,354,0.8,43,91,1126.486,2,2,214,0.3,13,14,1126.486,7,2,208,0.0,6,7,1126.486,7,2,132,1.5,0,0,1126.486,7,2,113,0.7,3,2,1126.486,1,4,247,1.7,20,18,1126.486,2,1,14,0.0,6,3,1126.486,8,4,230,1.7,19,20,1126.486,1,5,398,0.0,105,374,1126.486,3,2,76,0.9,0,0,1126.486
2022-09-13 17:02:40,4,4,352,0.0,45,16,1126.486,6,4,360,1.1,43,91,1126.486,2,2,214,0.3,13,14,1126.486,7,2,198,0.0,6,7,1126.486,7,2,135,3.9,0,0,1126.486,7,2,125,1.0,3,2,1126.486,1,4,247,1.7,20,18,1126.486,2,1,14,0.0,6,3,1126.486,8,4,233,1.3,19,20,1126.486,1,5,398,0.0,105,374,1126.486,3,2,76,0.9,0,0,1126.486
2022-09-13 17:02:47,4,4,346,0.7,44,15,1126.422,6,4,356,0.6,42,89,1126.422,2,2,206,4.7,12,14,1126.422,7,2,195,0.0,6,7,1126.422,3,2,109,5.7,0,0,1126.422,7,2,136,1.3,3,2,1126.422,1,4,247,1.7,20,18,1126.422,2,1,14,0.0,6,3,1126.422,8,4,231,1.3,19,20,1126.422,1,5,398,0.0,105,374,1126.422,3,2,79,0.0,0,0,1126.422
2022-09-13 17:02:52,4,4,349,0.7,44,15,1126.368,6,4,353,0.6,42,89,1126.368,2,2,206,4.7,12,14,1126.368,7,2,199,0.0,6,7,1126.368,3,1,49,3.2,0,0,1126.368,7,2,139,0.9,3,2,1126.368,1,4,247,1.7,20,18,1126.368,2,1,14,0.0,6,3,1126.368,8,4,229,0.8,19,20,1126.368,1,5,398,0.0,105,374,1126.368,3,2,79,0.0,0,0,1126.368
2022-09-13 17:02:57,4,4,349,0.7,44,15,1126.368,6,4,353,0.6,42,89,1126.368,2,2,206,4.7,12,14,1126.368,7,2,199,0.0,6,7,1126.368,3,1,53,4.3,1,1,1126.368,7,2,146,0.9,3,2,1126.368,1,4,247,1.7,20,18,1126.368,2,1,14,0.0,6,3,1126.368,1,2,140,0.0,19,20,1126.368,1,5,398,0.0,105,374,1126.368,3,2,79,0.0,0,0,1126.368
2022-09-13 17:03:03,4,4,355,0.7,44,15,1126.279,6,4,354,0.6,42,89,1126.279,2,2,205,6.7,12,14,1126.279,7,2,201,12.9,6,7,1126.279,3,1,53,4.3,1,1,1126.279,7,2,150,0.8,3,2,1126.279,1,4,250,1.9,20,18,1126.279,2,1,15,0.0,6,3,1126.279,2,2,140,0.0,19,20,1126.279,1,5,396,0.0,106,381,1126.279,3,1,73,1.0,0,0,1126.279
2022-09-13 17:03:08,4,4,360,0.7,44,15,1126.279,6,4,348,0.2,42,89,1126.279,2,2,205,6.7,12,14,1126.279,7,2,208,12.9,6,7,1126.279,3,1,60,2.9,1,1,1126.279,7,2,149,1.1,3,2,1126.279,1,4,250,1.9,20,18,1126.279,2,1,15,0.0,6,3,1126.279,2,2,140,0.0,19,20,1126.279,1,5,396,0.0,106,381,1126.279,3,1,73,1.0,0,0,1126.279
2022-09-13 17:03:14,4,5,381,0.8,46,16,1126.227,6,4,359,0.2,42,91,1126.227,2,2,204,2.0,13,14,1126.227,7,2,214,12.9,6,7,1126.227,3,1,69,2.1,1,1,1126.227,7,3,170,0.7,3,2,1126.227,1,4,250,1.9,20,18,1126.227,2,1,15,0.0,6,3,1126.227,7,2,137,0.0,21,21,1126.227,1,5,396,0.0,106,381,1126.227,3,1,73,1.0,0,0,1126.227
2022-09-13 17:03:20,4,5,381,0.8,46,16,1126.227,6,4,354,0.2,42,91,1126.227,2,2,204,2.0,13,14,1126.227,7,2,212,12.9,6,7,1126.227,3,1,69,2.1,1,1,1126.227,7,3,171,1.1,3,2,1126.227,1,4,250,1.9,20,18,1126.227,2,1,15,0.0,6,3,1126.227,7,2,137,0.0,21,21,1126.227,1,5,396,0.0,106,381,1126.227,3,1,68,1.0,0,0,1126.227
2022-09-13 17:03:26,4,5,377,0.8,46,16,1126.16,6,4,356,0.9,42,91,1126.16,2,2,204,2.0,13,14,1126.16,7,2,212,12.9,6,7,1126.16,3,1,69,2.1,1,1,1126.16,7,3,171,1.1,3,2,1126.16,1,4,250,1.9,20,18,1126.16,2,1,15,0.0,6,3,1126.16,7,2,137,0.0,21,21,1126.16,3,5,396,0.0,106,381,1126.16,3,1,65,1.0,0,0,1126.16
2022-09-13 17:03:32,4,5,377,0.8,46,16,1126.067,6,4,356,0.9,42,91,1126.067,2,2,204,2.0,13,14,1126.067,7,2,209,12.9,6,7,1126.067,3,1,67,1.0,0,0,1126.067,7,3,162,1.1,3,2,1126.067,1,3,251,0.0,20,18,1126.067,2,1,14,0.0,6,3,1126.067,7,2,146,0.8,21,21,1126.067,3,5,396,0.0,106,381,1126.067,3,1,68,0.0,0,0,1126.067
2022-09-13 17:03:38,4,4,371,0.8,46,16,1126.067,6,4,358,0.7,42,91,1126.067,2,2,207,0.0,13,14,1126.067,7,2,207,0.0,7,7,1126.067,3,1,67,1.0,0,0,1126.067,7,3,161,0.8,3,2,1126.067,1,3,251,0.0,20,18,1126.067,2,1,14,0.0,6,3,1126.067,7,2,146,0.8,21,21,1126.067,3,5,395,0.0,107,391,1126.067,3,1,68,0.0,0,0,1126.067
2022-09-13 17:03:44,4,5,380,0.0,46,16,1125.98,4,4,348,0.7,42,92,1125.98,2,2,200,0.0,13,14,1125.98,7,2,206,0.0,7,7,1125.98,3,1,68,1.9,1,0,1125.98,7,3,159,0.6,3,2,1125.98,1,3,251,0.0,20,18,1125.98,2,1,14,0.0,6,3,1125.98,7,3,160,1.8,22,23,1125.98,3,5,395,0.0,107,391,1125.98,3,1,68,0.0,0,0,1125.98
2022-09-13 17:03:51,4,5,380,0.0,46,16,1125.98,4,4,325,0.0,42,92,1125.98,2,2,200,0.0,13,14,1125.98,8,2,204,0.0,7,7,1125.98,3,1,68,1.9,1,0,1125.98,7,3,159,0.4,3,2,1125.98,1,3,251,0.0,20,18,1125.98,2,1,14,0.0,6,3,1125.98,7,3,165,2.0,22,23,1125.98,3,5,395,0.0,107,391,1125.98,3,1,74,0.0,0,0,1125.98
2022-09-13 17:03:56,4,5,378,0.0,46,16,1125.889,4,4,325,0.0,42,92,1125.889,2,2,200,0.0,13,14,1125.889,8,2,204,0.0,7,7,1125.889,3,1,68,1.9,1,0,1125.889,7,3,159,0.4,3,2,1125.889,1,3,251,0.0,20,18,1125.889,2,1,14,0.0,6,3,1125.889,7,3,172,2.2,22,23,1125.889,3,5,395,0.0,107,391,1125.889,3,1,75,0.0,0,0,1125.889
2022-09-13 17:04:03,4,5,378,0.0,46,16,1125.768,4,4,326,0.5,42,92,1125.768,2,2,202,1.9,13,14,1125.768,8,2,204,0.0,7,7,1125.768,3,1,67,4.5,2,0,1125.768,7,3,152,0.9,3,2,1125.768,1,4,257,3.6,21,18,1125.768,2,1,14,0.0,6,3,1125.768,7,3,188,1.4,22,23,1125.768,3,5,400,0.3,106,386,1125.768,4,2,78,2.1,0,0,1125.768
2022-09-13 17:04:09,4,5,380,0.0,46,16,1125.768,4,4,328,0.5,42,92,1125.768,2,2,202,1.9,13,14,1125.768,8,2,209,0.0,6,7,1125.768,3,1,57,4.5,1,0,1125.768,7,2,146,0.9,3,2,1125.768,1,4,257,3.6,21,18,1125.768,2,1,14,0.0,6,3,1125.768,7,3,207,1.4,22,23,1125.768,3,5,400,0.3,106,386,1125.768,4,2,78,2.1,0,0,1125.768
2022-09-13 17:04:14,4,4,363,0.0,45,16,1125.716,4,4,325,0.5,42,91,1125.716,2,2,217,1.9,12,13,1125.716,8,2,215,0.0,6,7,1125.716,3,1,66,2.6,1,0,1125.716,7,2,145,1.0,3,2,1125.716,1,4,257,3.6,21,18,1125.716,2,1,14,0.0,6,3,1125.716,7,3,178,0.4,18,19,1125.716,3,5,401,0.3,106,386,1125.716,4,2,78,2.1,0,0,1125.716
2022-09-13 17:04:20,4,4,363,0.0,45,16,1125.716,4,4,325,0.5,42,91,1125.716,2,2,217,1.9,12,13,1125.716,8,2,214,0.0,6,7,1125.716,3,1,66,2.6,1,0,1125.716,7,2,139,1.0,3,2,1125.716,1,4,257,3.6,21,18,1125.716,2,1,14,0.0,6,3,1125.716,7,3,183,0.2,18,19,1125.716,3,5,401,0.3,106,386,1125.716,4,1,74,2.1,0,0,1125.716
2022-09-13 17:04:26,4,4,369,1.0,45,16,1125.647,4,4,325,0.5,42,91,1125.647,2,2,217,1.9,12,13,1125.647,8,2,214,0.0,6,7,1125.647,3,1,66,2.6,1,0,1125.647,7,2,139,1.0,3,2,1125.647,1,4,257,3.6,21,18,1125.647,2,1,14,0.0,6,3,1125.647,7,3,183,0.0,18,19,1125.647,3,5,401,0.3,106,386,1125.647,4,1,72,2.1,0,0,1125.647
2022-09-13 17:04:33,4,4,369,1.0,45,16,1125.525,4,4,325,0.0,42,91,1125.525,2,2,214,0.1,12,13,1125.525,8,4,514,4.6,6,7,1125.525,3,1,68,0.0,1,1,1125.525,7,2,147,0.3,3,2,1125.525,1,4,256,0.9,20,18,1125.525,4,1,15,0.3,6,3,1125.525,7,3,181,0.1,18,19,1125.525,3,5,398,0.0,110,395,1125.525,4,1,69,3.5,0,0,1125.525
2022-09-13 17:04:39,4,4,372,1.0,45,16,1125.525,4,4,330,0.0,42,91,1125.525,2,2,214,0.1,12,13,1125.525,8,4,514,4.6,7,7,1125.525,3,1,70,0.0,1,1,1125.525,7,3,156,0.7,3,2,1125.525,1,4,256,0.9,20,18,1125.525,4,1,15,0.3,6,3,1125.525,7,3,179,0.1,18,19,1125.525,3,5,398,0.0,110,395,1125.525,4,1,69,3.5,0,0,1125.525
2022-09-13 17:04:45,4,5,376,2.0,47,16,1125.374,4,4,339,0.4,44,94,1125.374,2,2,216,0.2,14,15,1125.374,8,4,509,8.9,7,7,1125.374,3,1,72,1.7,2,1,1125.374,7,3,154,0.6,3,2,1125.374,1,4,256,0.9,20,18,1125.374,4,1,15,0.3,6,3,1125.374,7,3,212,0.1,23,24,1125.374,3,5,398,0.0,110,395,1125.374,4,2,127,4.4,0,0,1125.374
2022-09-13 17:04:52,4,5,376,1.0,47,16,1125.374,4,4,339,0.4,44,94,1125.374,2,2,216,0.2,14,15,1125.374,8,4,513,8.9,7,7,1125.374,3,1,72,1.7,2,1,1125.374,7,3,156,0.4,3,2,1125.374,1,4,256,0.9,20,18,1125.374,4,1,15,0.3,6,3,1125.374,7,3,208,0.1,23,24,1125.374,3,5,398,0.0,110,395,1125.374,4,2,130,4.4,0,0,1125.374
2022-09-13 17:04:58,4,5,376,1.0,47,16,1125.293,4,4,339,0.4,44,94,1125.293,2,2,216,0.2,14,15,1125.293,8,4,513,8.9,7,7,1125.293,3,1,72,1.7,2,1,1125.293,7,3,156,0.4,3,2,1125.293,6,4,256,0.9,20,18,1125.293,4,1,15,0.3,6,3,1125.293,7,3,211,0.1,23,24,1125.293,3,5,398,0.0,110,395,1125.293,4,2,141,6.3,0,0,1125.293
2022-09-13 17:05:12,4,4,373,2.0,47,16,1125.191,7,4,343,0.0,43,91,1125.191,2,2,218,1.0,14,15,1125.191,8,5,804,24.4,6,7,1125.191,3,1,63,1.6,2,1,1125.191,7,3,156,1.3,3,2,1125.191,6,4,238,1.1,21,18,1125.191,4,1,15,0.2,6,3,1125.191,7,3,198,0.8,19,19,1125.191,3,5,399,0.0,106,378,1125.191,4,2,109,1.9,0,0,1125.191
2022-09-13 17:05:19,4,4,351,1.0,45,16,1125.066,7,4,343,0.0,43,91,1125.066,2,2,179,0.9,12,13,1125.066,8,5,800,24.4,6,7,1125.066,3,1,63,1.6,2,1,1125.066,7,3,160,1.3,3,2,1125.066,6,4,238,1.1,21,18,1125.066,4,1,18,0.2,6,3,1125.066,7,3,203,1.0,19,19,1125.066,3,5,399,0.0,106,378,1125.066,4,2,108,4.1,0,0,1125.066
2022-09-13 17:05:27,4,4,351,1.0,45,16,1124.924,7,4,343,0.0,43,91,1124.924,2,2,179,0.9,12,13,1124.924,8,5,797,24.4,6,7,1124.924,3,1,63,1.6,2,1,1124.924,7,3,160,1.3,3,2,1124.924,6,4,238,1.1,21,18,1124.924,7,1,18,0.2,6,3,1124.924,7,3,203,1.0,19,19,1124.924,3,5,399,0.0,106,378,1124.924,4,2,108,4.1,0,0,1124.924
2022-09-13 17:05:34,4,4,351,1.0,45,16,1124.782,7,4,343,0.0,43,91,1124.782,2,2,180,0.0,12,13,1124.782,8,5,802,8.3,7,7,1124.782,3,1,63,1.6,2,1,1124.782,7,3,160,0.5,3,2,1124.782,6,4,319,4.1,18,16,1124.782,7,1,18,0.2,6,3,1124.782,7,3,199,1.9,19,19,1124.782,3,5,397,0.1,104,366,1124.782,4,2,108,4.1,0,0,1124.782
2022-09-13 17:05:42,4,4,359,1.8,45,16,1124.782,7,4,321,0.5,42,91,1124.782,2,2,180,0.0,12,13,1124.782,8,5,801,3.0,7,7,1124.782,3,1,65,1.0,1,1,1124.782,7,3,156,0.3,3,2,1124.782,6,5,446,6.8,18,16,1124.782,7,1,20,0.0,6,3,1124.782,7,3,169,1.8,15,16,1124.782,3,5,398,0.5,104,366,1124.782,4,2,108,4.1,0,0,1124.782
2022-09-13 17:05:49,4,4,369,2.6,45,15,1124.666,7,4,340,1.1,42,91,1124.666,2,2,208,3.3,12,13,1124.666,8,5,801,3.0,7,7,1124.666,3,1,65,1.0,1,1,1124.666,7,3,156,0.3,3,2,1124.666,6,6,486,9.8,18,16,1124.666,7,1,20,0.0,6,3,1124.666,7,3,171,1.8,15,16,1124.666,3,5,398,0.5,104,366,1124.666,4,2,105,1.9,0,0,1124.666
2022-09-13 17:05:56,4,4,365,2.6,45,15,1124.534,7,4,340,1.1,42,91,1124.534,2,2,208,3.3,12,13,1124.534,8,5,804,3.0,7,7,1124.534,3,1,65,1.0,1,1,1124.534,7,3,151,0.6,3,2,1124.534,6,6,486,9.8,18,16,1124.534,7,1,20,0.0,6,3,1124.534,7,3,171,2.1,15,16,1124.534,3,5,398,0.5,104,366,1124.534,4,2,101,0.0,0,0,1124.534
2022-09-13 17:06:04,4,4,365,2.6,45,15,1124.426,7,4,343,1.1,42,91,1124.426,2,2,203,5.5,12,13,1124.426,8,4,668,1.5,7,7,1124.426,3,1,62,1.0,0,0,1124.426,7,2,149,0.6,3,2,1124.426,6,5,413,6.6,17,15,1124.426,7,1,22,0.2,5,2,1124.426,7,3,172,1.2,15,16,1124.426,6,5,401,0.5,107,383,1124.426,4,2,102,0.0,0,0,1124.426
2022-09-13 17:06:12,8,4,362,2.7,45,15,1124.426,7,4,350,1.3,42,91,1124.426,2,2,203,5.5,12,13,1124.426,8,4,674,1.5,7,7,1124.426,3,1,61,1.0,0,0,1124.426,7,3,158,0.3,3,2,1124.426,6,5,341,6.7,17,15,1124.426,7,1,22,0.2,5,2,1124.426,7,3,208,1.2,17,18,1124.426,6,5,400,0.1,107,383,1124.426,4,2,102,0.0,0,0,1124.426
2022-09-13 17:06:19,8,4,372,2.9,45,16,1124.35,7,4,358,0.9,42,91,1124.35,2,2,206,2.3,12,14,1124.35,8,4,675,1.5,7,7,1124.35,3,1,61,1.0,0,0,1124.35,7,3,158,0.0,3,2,1124.35,6,5,350,4.9,18,15,1124.35,7,1,22,0.2,5,2,1124.35,7,3,205,1.0,17,18,1124.35,6,5,400,0.1,107,383,1124.35,4,2,99,2.1,0,0,1124.35
2022-09-13 17:06:28,8,5,379,5.6,45,16,1124.219,7,4,358,0.9,42,91,1124.219,2,2,206,2.3,12,14,1124.219,5,2,156,0.0,7,7,1124.219,3,1,61,1.0,0,0,1124.219,7,3,158,0.0,3,2,1124.219,6,5,350,4.9,18,15,1124.219,7,1,25,0.2,5,2,1124.219,7,3,203,0.7,17,18,1124.219,6,5,400,0.1,107,383,1124.219,4,2,101,2.1,0,0,1124.219
2022-09-13 17:06:36,8,5,381,5.6,45,16,1124.134,7,4,363,0.9,42,91,1124.134,2,2,215,0.1,12,14,1124.134,5,2,154,0.0,7,7,1124.134,3,1,64,1.0,1,0,1124.134,7,3,158,0.0,3,2,1124.134,6,4,341,3.7,18,15,1124.134,7,1,31,0.0,6,3,1124.134,7,3,205,0.7,17,18,1124.134,6,5,397,0.0,109,392,1124.134,1,1,21,2.1,0,0,1124.134
2022-09-13 17:06:44,8,5,384,3.7,45,16,1124.0,7,4,362,0.2,42,92,1124.0,2,2,225,0.0,13,14,1124.0,5,2,153,0.0,7,7,1124.0,3,2,78,1.0,2,1,1124.0,7,2,147,0.0,3,2,1124.0,6,4,319,0.9,18,15,1124.0,7,1,31,0.0,6,3,1124.0,7,3,189,0.6,22,22,1124.0,6,5,397,0.0,109,392,1124.0,6,1,21,2.1,0,0,1124.0
2022-09-13 17:06:52,8,5,445,7.3,48,17,1124.0,7,4,365,0.9,42,92,1124.0,2,2,225,0.0,13,14,1124.0,7,2,156,0.0,7,7,1124.0,3,2,78,1.0,2,1,1124.0,7,3,151,0.0,3,2,1124.0,6,4,325,2.5,17,15,1124.0,7,1,31,0.0,6,3,1124.0,7,3,190,0.6,22,22,1124.0,6,5,398,0.0,109,392,1124.0,6,1,21,0.0,0,0,1124.0
